Date,Open,High,Low,Close,Volume
2021-11-09,185.91216886488692,186.7614535836723,184.29448917936116,185.02244567871094,11964518
2021-11-10,183.97096412464316,188.3387033182455,183.76874614401848,186.7210235595703,13948380
2021-11-11,186.3570264086145,187.2467623927212,184.86067497503865,186.0334930419922,8448263
2021-11-12,187.00409672417396,189.22840453143732,185.34596587190796,188.37911987304688,12312123
2021-11-15,189.22842819536126,193.31308532279698,188.5409101263159,192.5851287841797,40247848
2021-11-16,193.35352229897137,193.83882238187977,190.07771149186257,190.4416961669922,15241184
2021-11-17,190.88654729974874,198.36833019972576,190.60345239594648,193.7174835205078,48496295
2021-11-18,194.12192599327057,196.548452150992,191.1292099715053,192.09982299804688,21005037
2021-11-22,192.4233605547651,194.72855853177043,185.66954614605237,186.761474609375,23443628
2021-11-23,185.34598754292787,188.2173752044726,185.34598754292787,187.32765197753906,13950744
2021-11-24,188.0151882726433,188.2173934557306,183.56655888933184,184.17318725585938,14684422
2021-11-25,183.60699053665914,187.8129632900906,182.59593902427855,187.0850067138672,24825493
2021-11-26,185.14377924150222,186.07394092191376,180.45249391909408,181.18045043945312,28067913
2021-11-29,179.56279416187505,180.89737915398047,178.10688093098446,179.1583709716797,22985358
2021-11-30,179.562746842262,182.1510391967086,177.94506732504848,178.87522888183594,24408641
2021-12-01,179.56278001748063,180.61426997534863,178.43040030103901,179.48190307617188,13496307
2021-12-02,179.48191406440273,182.91947907757154,178.99660111777888,182.35330200195312,16517389
2021-12-03,181.98931479408904,182.95992785674892,179.03704995079977,179.27969360351562,14325920
2021-12-06,179.27969081338267,179.72455245658142,175.9230028447865,176.2465362548828,13644352
2021-12-07,177.05538103463118,179.52234569505546,176.40830140288463,178.47085571289062,9246755
2021-12-08,178.75393164339854,182.5150423501689,178.75393164339854,181.9488525390625,10241656
2021-12-09,180.37162033709367,191.25052987628138,180.37162033709367,190.4012451171875,39714672
2021-12-10,191.0483122359532,193.27262016170295,189.06664792748114,190.96742248535156,36517117
2021-12-13,192.50420942666918,193.1108376460258,189.3901657686535,189.754150390625,22903720
2021-12-14,190.07769276481994,191.77626211354763,184.0518231137221,184.90110778808594,38953007
2021-12-15,186.0335178750809,187.81296444630047,180.6951653441569,181.22091674804688,35987634
2021-12-16,182.7981569192075,182.91947233412546,178.59217135076358,180.29074096679688,25131188
2021-12-17,180.20986264840266,180.25030111973342,175.31637183037014,176.28697204589844,30827201
2021-12-20,174.91192594792898,174.91192594792898,169.69490240230073,171.79788208007812,38778895
2021-12-21,173.09204078733163,174.2648589259914,170.70596604102772,171.8787841796875,20142586
2021-12-22,173.09204502324314,173.2538117204035,170.74640868852111,171.474365234375,17903428
2021-12-23,173.01115591709083,176.6913768575398,172.44496610821193,175.76121520996094,23065082
2021-12-24,176.327392578125,178.30904395212266,175.07368483016754,176.327392578125,17220191
2021-12-27,176.65097336384392,176.69141183898023,174.42666497235288,175.9634552001953,8467106
2021-12-28,176.32741641852766,178.43039628695365,176.32741641852766,177.98553466796875,12014352
2021-12-29,177.9450761630345,178.18773258871042,174.95236057632988,175.31634521484375,11923119
2021-12-30,175.19502968335578,176.2465195752907,174.30530648115976,174.709716796875,10116360
2021-12-31,175.43768197960213,176.97447190442713,174.83104088584093,176.3678436279297,7875890
2022-01-03,176.36786301976676,177.82377617034533,175.55901668399412,177.21714782714844,8064567
2022-01-04,177.5406648037648,179.32011119706465,177.17669295843712,178.1472930908203,9398805
2022-01-05,177.66201228523207,179.1583639311592,176.8531659366272,178.3899688720703,11663111
2022-01-06,177.13625937136308,178.26863912287925,176.48919255179115,176.89361572265625,9295303
2022-01-07,177.78331956910634,178.4708376026762,175.92298344035106,176.65093994140625,9196075
2022-01-10,177.86421349161938,181.74665280714103,177.05537997834304,180.61427307128906,16451394
2022-01-11,180.6546878566517,181.3826442801414,178.9156801329117,179.52230834960938,8329596
2022-01-12,179.96719791154985,180.89735961298143,179.2392413747403,180.16940307617188,13665682
2022-01-13,181.09956092389945,182.63636361225699,180.16938649082982,181.13999938964844,11944029
2022-01-14,181.13999344578227,181.82751142727145,179.80540876448885,180.04806518554688,10976796
2022-01-17,180.0480765566464,182.47458965142386,179.03702516140123,181.66575622558594,12792728
2022-01-18,181.6657870185023,183.84965686433296,178.18777065470542,178.55174255371094,14948456
2022-01-19,178.55174387679125,179.88632887847726,176.89362544753274,178.22821044921875,11915686
2022-01-20,178.3899492685671,179.68409559376028,176.327407968725,176.9340362548828,17997322
2022-01-21,176.73183669622463,178.34951644963698,174.70972098287874,175.5590057373047,17225050
2022-01-24,175.55900242754353,176.1251922531533,170.58463503655955,171.31259155273438,18023332
2022-01-25,171.47435019917373,173.65821964524955,169.49268590250244,173.33468627929688,19028606
2022-01-27,170.86771093863197,174.3052879781512,170.7463827298911,173.57733154296875,24041247
2022-01-28,173.98177274002418,177.33847344852575,173.98177274002418,176.00387573242188,15865353
2022-01-31,176.7318340162973,178.5517189048157,175.59945436090052,178.1068572998047,15618203
2022-02-01,178.75394020380048,185.06289254541718,177.25757585253209,184.21360778808594,44871108
2022-02-02,186.033498792934,188.70268119324072,185.22465253411045,187.7725067138672,42714702
2022-02-03,187.77249176540624,190.23945599598144,187.4893968790814,189.63282775878906,28918394
2022-02-04,191.89762340050382,192.9086749274891,187.28722741206983,189.51153564453125,58889867
2022-02-07,189.26888778453238,189.87551612377928,184.82025860127987,186.19528198242188,25101983
2022-02-08,186.27614547174554,187.89382508735005,185.26509410983482,187.04454040527344,16825239
2022-02-09,187.8938234888293,188.46001327206346,185.0224361073598,186.15481567382812,12351873
2022-02-10,184.98200604281706,188.78355520237838,184.21359826366677,187.8533935546875,20317032
2022-02-11,187.65118256677707,188.70268528952616,185.87173613945438,188.01516723632812,18793513
2022-02-14,187.18872800755483,187.18872800755483,180.97671417850117,181.76356506347656,23621214
2022-02-15,183.04736895153604,185.11804004119819,181.01810760863412,184.7039031982422,13371177
2022-02-16,185.3665249256362,186.11196604630967,183.7514003099906,184.49684143066406,11664158
2022-02-17,184.74530567612612,185.8220509253525,182.92311938895574,184.41400146484375,14564261
2022-02-18,184.4140148847481,185.0766233555312,183.46149880159953,183.79281616210938,9004891
2022-02-21,182.46758001283092,183.29584057369956,179.85852971457953,180.56256103515625,16750193
2022-02-22,178.07774883215708,179.6514635477479,176.42121462502428,177.95350646972656,26741024
2022-02-23,179.56864010430834,180.14842907519085,178.11916767710213,178.86460876464844,11438476
2022-02-24,173.93641077204484,176.669690308222,171.45160284135426,172.69400024414062,42933709
2022-02-25,175.17880751398374,179.32014967447256,174.39195670352854,177.20806884765625,24543858
2022-02-28,176.58688567829964,179.27875569432666,174.59903391638014,178.78179931640625,20806226
2022-03-02,177.58079393328015,179.40299352304177,175.96568246469477,178.3262481689453,20039140
2022-03-03,178.9474350635634,182.3847458944181,178.90601219202222,181.72213745117188,29631546
2022-03-04,180.31406891478716,188.34826821410726,179.73427998338082,186.77456665039062,69409780
2022-03-07,183.87563253568553,188.01697478310345,182.3019308817423,186.31903076171875,47001716
2022-03-08,185.449335254525,189.21795015453642,185.32509289516338,187.93414306640625,37424203
2022-03-09,188.5967795711353,191.66137676637916,187.27154941576924,189.88059997558594,43923809
2022-03-10,191.33004939268798,192.57244677099996,188.72099914809172,192.15830993652344,37523806
2022-03-11,192.0754809138661,196.38247490344915,190.62600862768025,195.7612762451172,43305144
2022-03-14,195.67844607413804,198.32890596620504,194.89159530543964,197.95619201660156,36465969
2022-03-15,197.95620870367722,199.94404722773737,195.38856808391503,197.00369262695312,34269168
2022-03-16,198.78445416176746,201.2692619716211,198.0390131313231,200.93795776367188,22462538
2022-03-17,203.13288153866426,203.25712390430283,201.0207875730442,202.84298706054688,35541798
2022-03-21,203.67126625094775,205.20357140047943,201.931912348278,202.51168823242188,29052540
2022-03-22,202.55309775333154,207.68836587174258,201.7248240446749,206.86009216308594,38368305
2022-03-23,208.2681341368943,210.13174335097898,205.82474909799515,208.72369384765625,42051087
2022-03-24,208.68227061967937,212.45089878780126,208.2681337811327,211.08425903320312,39712133
2022-03-25,211.4569824651995,211.8297095741102,206.44595668226,209.84185791015625,30412482
2022-03-28,210.3802457540172,213.6933144961522,209.1792580068653,212.90646362304688,25876007
2022-03-29,212.90645871408157,213.27917270454668,210.1731659084905,210.877197265625,18820674
2022-03-30,211.29133990885595,212.3680852859041,205.94900964854295,206.40455627441406,18281803
2022-03-31,206.73583114825212,210.6701112218512,206.65301165992707,207.6055145263672,26644916
2022-04-01,207.06715283392606,211.4983895869442,206.07324013940996,209.80044555664062,14856664
2022-04-04,209.63479376468163,213.6104839242411,207.97825947947808,211.5812225341797,16520039
2022-04-05,212.0781749393493,216.8821387147566,211.29132412165794,214.894287109375,28230046
2022-04-06,213.2791573394101,218.12453074221398,213.11350523056862,215.01852416992188,20352716
2022-04-07,213.69330460668098,217.17203843753802,211.87111819534724,212.5751495361328,16679649
2022-04-08,213.69330296766637,222.6800188366679,212.03676868596685,221.8103485107422,39283623
2022-04-11,222.597210005953,226.241582975269,220.3194769001305,221.56187438964844,47924937
2022-04-12,221.06488255674,222.51436802324886,217.91746627623107,219.3255157470703,24460888
2022-04-13,219.73966779283754,224.1294817413057,218.3730279727989,223.2598114013672,22239115
2022-04-18,221.97599558341022,225.70321425933957,221.35480997091346,223.71536254882812,25339139
2022-04-19,225.28905001348414,225.7031999791827,214.35591879788058,216.63365173339844,24280577
2022-04-20,217.7518141373594,219.86389490586643,213.32057762296705,214.97711181640625,25454589
2022-04-21,215.10136338246824,219.03563061960256,215.01853076294887,215.68115234375,24313956
2022-04-22,215.34981904618616,217.83462682125767,214.14883146534362,216.26092529296875,16274820
2022-04-25,214.3559432193705,214.52159534945193,209.13784205876786,211.41558837890625,25140992
2022-04-26,212.53372171411456,215.92962284487297,212.24382723496012,214.48016357421875,21327644
2022-04-27,212.20241426473058,214.1074332237923,211.82970029726076,213.27915954589844,17219401
2022-04-28,214.9356953546051,218.41441573961157,213.81752726203194,216.26092529296875,28999835
2022-04-29,217.83463362821678,217.83463362821678,214.10742841169926,214.97711181640625,21206335
2022-05-02,213.6932931251151,219.07704569906468,212.90644233070114,217.95887756347656,19696250
2022-05-04,218.66290455066658,220.36084846828265,214.19025834682608,215.14276123046875,26951488
2022-05-05,217.00638078044832,219.6568408338776,215.68115075373368,217.04779052734375,18623544
2022-05-06,214.52156323221985,221.43760753455692,214.4387306170208,220.85781860351562,35818441
2022-05-09,220.44368584152102,220.44368584152102,215.80537458384893,217.793212890625,22228031
2022-05-10,217.0063703779609,220.98206026752487,214.60438204616457,215.14276123046875,18727774
2022-05-11,214.521558928757,217.17201881031335,208.5166078884865,211.74685668945312,18012072
2022-05-12,211.20851593683787,212.36809398660628,206.36315497904764,209.4691619873047,20816708
2022-05-13,211.167104872421,216.05388867669637,210.79439085880915,214.19029235839844,12380764
2022-05-16,215.30840095896787,215.30840095896787,209.55193486774036,210.46302795410156,8502159
2022-05-17,211.2084934350081,219.9053147566057,211.04284132056372,219.24270629882812,18483427
2022-05-18,220.3194624718665,221.81034461170077,217.95888377115804,220.98207092285156,20978307
2022-05-19,217.5033529969788,231.29402035588168,217.5033529969788,228.312255859375,81302807
2022-05-20,229.4303859332312,233.8616355693769,229.4303859332312,231.9152069091797,33617466
2022-05-23,231.91521817081468,232.2879452728415,226.1587514014878,227.35972595214844,22535903
2022-05-24,227.77385850118154,227.77385850118154,223.63251657389583,224.3365478515625,16146766
2022-05-25,226.075908281183,226.8627590252989,224.04663399348055,225.8688201904297,15877459
2022-05-26,227.60031278292823,227.60031278292823,223.86708295127815,226.28521728515625,19129574
2022-05-27,228.23666758492703,229.67906159476308,224.88523928841508,228.4063720703125,13986762
2022-05-30,229.50937052196485,229.9336183150873,227.04883012682743,228.27911376953125,12274291
2022-05-31,228.27909888444083,232.90320322898515,226.0306690873399,229.63662719726562,24102167
2022-06-01,229.636627289742,232.56382124443414,229.2548123677556,230.65480041503906,15265925
2022-06-02,229.67906233252978,232.86079959901087,227.2609280270644,232.0547637939453,14789457
2022-06-03,233.32742640175724,233.92135169858554,230.44263870565823,231.37594604492188,12968807
2022-06-06,231.1214377765989,234.00619868348073,228.83057529708302,233.15773010253906,11345943
2022-06-07,231.80023962473277,233.32747256297054,230.99420375320045,232.3941650390625,11245578
2022-06-08,232.43655092355297,232.81836584770733,225.86096597650308,227.30335998535156,14915091
2022-06-09,227.21852353148398,230.52753246108173,225.47916682317526,229.80633544921875,10239939
2022-06-10,228.2791101189731,229.9336146380709,228.02456682522424,229.21241760253906,8693455
2022-06-13,226.03065067999432,228.32148624389362,223.14586291476857,224.54583740234375,11519902
2022-06-14,223.31554661539997,226.92151775852477,223.1882884344609,225.22459411621094,7708043
2022-06-15,225.6912702445092,226.79425519418118,223.1882973521104,223.48526000976562,5254329
2022-06-16,226.53971135162604,227.30334113661206,220.1762508162746,221.19439697265625,14843837
2022-06-17,219.75201523211237,224.12160282415454,219.37020034187188,223.40040588378906,17296080
2022-06-20,223.4004307530777,225.81856510352503,221.7459262681198,224.07920837402344,17738981
2022-06-21,224.84279752756837,229.8063103805141,224.0791811998177,229.00027465820312,14417711
2022-06-22,226.53973164755035,229.33968088641635,224.75796899168597,225.09735107421875,11756920
2022-06-23,225.2670440673828,226.75187094288194,222.63681273726155,225.2670440673828,9416459
2022-06-24,225.7761192378866,227.68516690124375,225.0125028615705,225.56399536132812,7283228
2022-06-27,226.53973619016412,229.63663472949503,226.11551530105876,229.04270935058594,8487729
2022-06-28,228.1518273357084,230.9941824933819,227.85485121074058,230.65480041503906,11673046
2022-06-29,228.44878447821705,233.32745916509273,228.36394567826173,232.52142333984375,16635367
2022-06-30,232.43655182931883,233.07291003872254,230.7820473751379,232.0547637939453,20003893
2022-07-01,232.05477470759297,241.81209740563946,230.10329403382167,241.26060485839844,36520000
2022-07-04,242.363548093442,248.85429345250898,241.6423511768495,247.66644287109375,41417701
2022-07-05,248.5997877519078,248.5997877519078,242.4484503928803,243.42416381835938,19283789
2022-07-06,242.74539616330816,246.05440510824712,242.06663199262042,245.46047973632812,18997440
2022-07-07,246.90290269023424,248.72708497393538,244.78174424064974,247.7089385986328,14326277
2022-07-08,248.51495552437626,249.83007796510742,246.3937972368151,248.64222717285156,11538313
2022-07-11,248.599785089008,251.95122689053898,247.79374927212905,250.29672241210938,12828405
2022-07-12,248.59977700906794,250.5936635092591,246.81800094480317,248.3452606201172,14616684
2022-07-13,248.59977540835277,250.12700818356478,248.34525902104085,249.4906768798828,9634877
2022-07-14,249.702829167895,251.44217266920435,245.33324054441957,246.775634765625,13930984
2022-07-15,247.7513260985963,249.44823641349046,245.6301680372782,249.06642150878906,11450042
2022-07-18,250.29674148315235,251.39975351623775,249.2361622979718,250.55128479003906,11751684
2022-07-19,250.29670322754595,250.80578976351006,248.3452496567952,249.9573211669922,9542292
2022-07-20,250.21191805304667,254.1148529211776,249.10890595218157,253.0118408203125,16397373
2022-07-21,253.6905423657506,256.40562565100157,252.84207379718472,254.15719604492188,16660697
2022-07-22,254.53903779989557,256.6601960000569,252.92696617265906,255.0056915283203,10351425
2022-07-25,253.69055976630978,257.04200143042607,253.52088217511817,255.4723358154297,11050533
2022-07-26,255.38748024513643,257.72074864777426,254.92082656460886,256.61773681640625,10114261
2022-07-27,256.95719900626653,258.78140834743044,255.04817773889448,258.0602111816406,9706094
2022-07-28,258.6965312216416,258.9510745236702,256.5753728917644,257.46624755859375,11256515
2022-07-29,258.7813046923199,259.5449344056158,255.68440678328196,257.1268005371094,17584873
2022-08-01,257.93289983265936,262.00553886116097,257.1692968212344,260.90252685546875,16501510
2022-08-02,263.0236340104721,268.66591081115354,261.496401394425,262.981201171875,40483892
2022-08-03,263.7873055875137,263.7873055875137,257.63594130941976,261.4540100097656,18376724
2022-08-04,261.3266795811867,263.320592618633,260.6055096047703,262.5993957519531,16514348
2022-08-05,262.5994247394317,264.5508782662489,262.26004268651855,263.7448425292969,10477269
2022-08-08,263.82967437547717,266.3750800407258,263.06607149908865,265.6962890625,8627072
2022-08-10,265.69631350505483,266.5023761852095,263.6600210538475,264.04180908203125,9267241
2022-08-11,265.56903501324547,265.9508499218457,259.03588317622376,259.8419189453125,11305242
2022-08-12,259.84194221670015,262.5145930357286,258.35714218174434,261.79339599609375,6669853
2022-08-16,261.79335828016326,264.2963311353098,261.79335828016326,263.49029541015625,8941455
2022-08-17,264.46602842563965,265.7811506321461,263.87210313529044,265.1872253417969,8283028
2022-08-18,265.569014303814,268.1144199390537,265.22963226383513,267.81744384765625,10264507
2022-08-19,268.2417000828232,268.2417000828232,264.04179006291065,264.7205810546875,10823811
2022-08-22,264.04181343600726,268.96292083324323,263.8721358407428,266.75689697265625,11793184
2022-08-23,265.52662905922335,268.11444084482474,264.80543208418464,268.02960205078125,9698555
2022-08-24,267.9023722150279,271.041676987135,265.6115092962724,266.5024108886719,11783894
2022-08-25,267.6477922857257,268.453828070298,264.38121630446545,265.0175476074219,8057930
2022-08-26,267.05388815326313,267.6053807043625,264.7206194098387,265.4842224121094,7224507
2022-08-29,263.02364614369816,267.22352930900115,262.0479059330763,266.03570556640625,11798961
2022-08-30,266.62963366461634,272.69615913543754,266.62963366461634,271.93255615234375,18516092
2022-09-01,271.0841140861003,273.12040683439596,268.1144868819956,269.4720153808594,13765474
2022-09-02,270.4052762609814,275.1142730153722,269.853783764817,274.1809387207031,26750910
2022-09-05,275.7506356276114,279.6535701667409,274.6900564666612,279.0172119140625,18144801
2022-09-06,279.9929673288179,279.9929673288179,276.9385013322403,277.5748596191406,12431779
2022-09-07,276.5991211521789,278.55057509526046,275.9627628608087,276.6839599609375,8397233
2022-09-08,279.14451210854463,280.50206755631865,277.87182236331944,279.90814208984375,11331350
2022-09-09,280.5020140890729,282.7928498157612,279.9929275319118,280.41717529296875,9770432
2022-09-12,281.68989933927645,282.02928145557956,279.9929618674894,280.756591796875,9048240
2022-09-13,281.4353033027904,284.2352254054314,280.5019959352434,283.7261657714844,10925371
2022-09-14,280.84137259577165,287.62906730038276,280.7989397561464,284.5321960449219,12739464
2022-09-15,285.4230721514989,285.9745915086481,282.45344561777057,283.47161865234375,8742900
2022-09-16,281.9868218751829,283.8958696274001,279.7383920388356,281.095947265625,12973988
2022-09-19,279.2293480137439,285.8473662510156,279.2293480137439,284.7443542480469,14918717
2022-09-20,287.4169782644429,288.1381752501277,284.23524109303435,285.0837097167969,9892945
